lat_grid,lon_grid,crime_count,avg_lat,avg_lon,crime_types
41.980000000000004,-87.57000000000001,11,41.97886490179776,-87.56879812922074,"Burglary, Narcotics, Assault, Battery, Deceptive Practice, Theft, Criminal Damage, Motor Vehicle Theft, Robbery"
41.99,-87.84,11,41.990500888656406,-87.83868285659574,"Theft, Other Offense, Battery, Assault"
41.99,-87.53,11,41.991453852706,-87.53111135939855,"Theft, Criminal Damage, Burglary, Motor Vehicle Theft, Battery, Other Offense, Narcotics"
41.660000000000004,-87.88,10,41.66026306353556,-87.87747498174384,"Criminal Damage, Battery, Motor Vehicle Theft, Assault, Theft"
41.660000000000004,-87.68,10,41.660315524036534,-87.68075234512565,"Deceptive Practice, Narcotics, Criminal Damage, Theft, Motor Vehicle Theft, Battery, Assault"
41.67,-87.82000000000001,10,41.669289281705396,-87.82045127021567,"Criminal Damage, Theft, Burglary, Assault, Deceptive Practice, Robbery, Battery"
41.67,-87.60000000000001,10,41.67150846646028,-87.59957795713515,"Theft, Motor Vehicle Theft, Battery, Robbery, Criminal Damage, Other Offense, Burglary, Assault"
41.68,-87.82000000000001,10,41.681233989445026,-87.81903864136524,"Battery, Assault, Theft, Criminal Damage, Robbery, Deceptive Practice"
41.68,-87.66,10,41.67938031363627,-87.66046005454334,"Battery, Other Offense, Robbery, Theft, Deceptive Practice, Criminal Damage, Burglary"
41.68,-87.63,10,41.68015980471531,-87.62962532748328,"Assault, Deceptive Practice, Burglary, Criminal Damage, Motor Vehicle Theft, Robbery"
41.69,-87.76,10,41.690378680130465,-87.76001956520741,"Criminal Damage, Other Offense, Theft, Deceptive Practice, Motor Vehicle Theft, Battery"
41.69,-87.73,10,41.691208773544986,-87.72976993035478,"Assault, Theft, Other Offense, Battery, Burglary, Motor Vehicle Theft"
41.69,-87.56,10,41.689587784328495,-87.56137276263767,"Assault, Theft, Narcotics, Battery, Criminal Damage, Robbery"
41.7,-87.91,10,41.70055530260364,-87.90958970780251,"Assault, Motor Vehicle Theft, Theft, Robbery, Burglary, Other Offense, Battery"
41.7,-87.86,10,41.699363804247696,-87.86029318157118,"Motor Vehicle Theft, Deceptive Practice, Narcotics, Battery, Theft, Criminal Damage"
41.7,-87.84,10,41.69866658829851,-87.83929500937228,"Robbery, Theft, Criminal Damage, Deceptive Practice, Other Offense"
41.7,-87.72,10,41.700343373468144,-87.71992681760574,"Other Offense, Robbery, Assault, Theft, Narcotics, Battery, Motor Vehicle Theft"
41.71,-87.8,10,41.7120899918573,-87.79939481170382,"Battery, Robbery, Burglary, Criminal Damage, Motor Vehicle Theft, Theft"
41.71,-87.79,10,41.71037894888269,-87.78882703378797,"Criminal Damage, Battery, Other Offense, Burglary, Theft, Narcotics, Assault"
41.71,-87.64,10,41.70946696479153,-87.63965270058344,"Robbery, Assault, Battery, Criminal Damage, Theft"
41.72,-87.67,10,41.72090370984329,-87.6700586441392,"Theft, Battery, Other Offense, Assault, Robbery"
41.72,-87.56,10,41.71906152955117,-87.56105943783652,"Robbery, Motor Vehicle Theft, Theft, Criminal Damage, Battery, Burglary, Other Offense"
41.72,-87.53,10,41.71947729149554,-87.52878066327143,"Burglary, Theft, Assault, Motor Vehicle Theft, Battery"
41.730000000000004,-87.87,10,41.73072655371902,-87.87001384434849,"Assault, Theft, Criminal Damage, Battery, Burglary"
41.730000000000004,-87.64,10,41.73174047096307,-87.63980722729954,"Theft, Burglary, Battery, Robbery, Criminal Damage"
41.74,-87.86,10,41.73914874173561,-87.85925692522386,"Deceptive Practice, Robbery, Theft, Criminal Damage, Battery, Motor Vehicle Theft"
41.74,-87.78,10,41.73958507795679,-87.78027939883246,"Burglary, Assault, Theft, Battery, Robbery"
41.74,-87.76,10,41.739969544411174,-87.7612305870466,"Assault, Battery, Deceptive Practice, Theft, Criminal Damage"
41.75,-87.66,10,41.75093763043452,-87.66102878785598,"Battery, Other Offense, Deceptive Practice, Robbery, Theft"
41.76,-87.81,10,41.75904336918797,-87.81088349317899,"Criminal Damage, Motor Vehicle Theft, Narcotics, Assault, Battery, Burglary, Other Offense, Theft"
41.76,-87.79,10,41.757849958112466,-87.78995020657499,"Assault, Battery, Motor Vehicle Theft, Theft, Criminal Damage, Robbery"
41.76,-87.78,10,41.7597568583563,-87.78209327132814,"Robbery, Theft, Burglary, Battery, Motor Vehicle Theft, Assault, Criminal Damage"
41.77,-87.82000000000001,10,41.76967188973958,-87.82128918677569,"Motor Vehicle Theft, Burglary, Criminal Damage, Theft, Assault"
41.77,-87.74,10,41.76868976672273,-87.74020281085139,"Assault, Criminal Damage, Battery, Theft, Deceptive Practice, Robbery"
41.77,-87.71000000000001,10,41.77156363944942,-87.71148136956523,"Theft, Assault, Deceptive Practice, Battery, Other Offense, Criminal Damage, Burglary"
41.77,-87.66,10,41.770339493155944,-87.65849260805919,"Criminal Damage, Burglary, Robbery, Assault, Theft"
41.77,-87.57000000000001,10,41.76938268811721,-87.57072580453661,"Deceptive Practice, Theft, Narcotics, Robbery, Battery, Motor Vehicle Theft"
41.78,-87.93,10,41.78194163231272,-87.92990539475343,"Assault, Robbery, Theft, Criminal Damage"
41.78,-87.82000000000001,10,41.780226392717104,-87.819154234929,"Battery, Burglary, Criminal Damage, Theft"
41.78,-87.66,10,41.7803258377756,-87.660613071986,"Criminal Damage, Theft, Assault, Battery"
41.79,-87.93,10,41.79063775580656,-87.92933445078647,"Burglary, Criminal Damage, Theft, Narcotics, Robbery, Battery, Motor Vehicle Theft"
41.79,-87.77,10,41.789642408574004,-87.77023104904173,"Battery, Criminal Damage, Assault, Narcotics, Burglary, Other Offense, Theft"
41.79,-87.73,10,41.7899088617987,-87.73054643203271,"Motor Vehicle Theft, Theft, Criminal Damage, Deceptive Practice, Assault, Battery"
41.79,-87.65,10,41.79091582089337,-87.64978685548249,"Battery, Narcotics, Robbery, Criminal Damage, Deceptive Practice"
41.79,-87.62,10,41.78887768216897,-87.6184682849925,"Burglary, Assault, Robbery, Theft, Narcotics, Deceptive Practice"
41.82,-87.75,10,41.82074625028018,-87.75084337625047,"Narcotics, Theft, Criminal Damage, Burglary, Battery, Motor Vehicle Theft"
41.82,-87.66,10,41.820138334701305,-87.66147231851843,"Other Offense, Assault, Battery, Burglary, Theft, Narcotics"
41.82,-87.55,10,41.82081176752131,-87.54964832510426,"Battery, Burglary, Criminal Damage, Motor Vehicle Theft, Theft, Other Offense"
41.83,-87.85000000000001,10,41.82957262721099,-87.85103457777761,"Battery, Deceptive Practice, Theft, Criminal Damage, Assault"
41.83,-87.59,10,41.82843612955371,-87.58992486526444,"Theft, Other Offense, Criminal Damage, Deceptive Practice, Robbery, Assault"
41.84,-87.93,10,41.839017229911406,-87.930299472606265,"Theft, Robbery, Other Offense, Burglary, Assault, Criminal Damage"
41.84,-87.9,10,41.84053900349559,-87.89921566571527,"Theft, Battery, Burglary, Motor Vehicle Theft, Assault"
41.84,-87.7,10,41.83924913813919,-87.7002387783099,"Motor Vehicle Theft, Theft, Deceptive Practice, Assault, Criminal Damage, Battery"
41.85,-87.91,10,41.84954426688142,-87.91058652369817,"Battery, Theft, Motor Vehicle Theft, Narcotics, Deceptive Practice, Burglary, Assault, Criminal Damage"
41.85,-87.72,10,41.8513573807301,-87.72015979872876,"Theft, Battery, Motor Vehicle Theft, Other Offense"
41.85,-87.62,10,41.84967548019067,-87.62006423243834,"Assault, Theft, Criminal Damage, Battery"
41.86,-87.71000000000001,10,41.85734650303936,-87.70965974974632,"Theft, Burglary, Criminal Damage, Robbery, Battery, Narcotics, Assault"
41.86,-87.67,10,41.8599567209552,-87.67005507265496,"Narcotics, Battery, Theft, Deceptive Practice, Motor Vehicle Theft, Criminal Damage"
41.86,-87.62,10,41.85852883824706,-87.6193483802001,"Theft, Battery, Narcotics, Criminal Damage, Motor Vehicle Theft, Assault"
41.86,-87.53,10,41.86044135035947,-87.52909742211457,"Motor Vehicle Theft, Deceptive Practice, Theft, Assault, Narcotics, Criminal Damage"
41.87,-87.85000000000001,10,41.870228187107486,-87.85093315917021,"Battery, Robbery, Theft, Burglary, Deceptive Practice, Other Offense"
41.87,-87.65,10,41.869376956631434,-87.64958605145476,"Burglary, Battery, Robbery, Deceptive Practice, Theft, Criminal Damage"
41.87,-87.55,10,41.868140763503035,-87.55098106161132,"Battery, Robbery, Deceptive Practice, Theft, Criminal Damage, Burglary"
41.88,-87.83,10,41.879885622483215,-87.83052932819677,"Other Offense, Burglary, Theft, Criminal Damage, Robbery"
41.88,-87.53,10,41.8800539976866,-87.5280202461807,"Battery, Criminal Damage, Burglary, Robbery, Assault, Theft"
41.89,-87.91,10,41.890659137620126,-87.91112748265405,"Burglary, Other Offense, Motor Vehicle Theft, Robbery, Assault, Battery, Theft, Criminal Damage"
41.89,-87.79,10,41.89030422707415,-87.78849200112884,"Motor Vehicle Theft, Theft, Battery, Deceptive Practice, Narcotics, Assault"
41.89,-87.78,10,41.889019176933914,-87.77921782591473,"Burglary, Theft, Battery, Deceptive Practice, Assault, Other Offense, Criminal Damage"
41.89,-87.72,10,41.89113148030546,-87.7200676019052,"Battery, Criminal Damage, Narcotics, Motor Vehicle Theft, Assault, Robbery, Theft"
41.89,-87.7,10,41.88780566527136,-87.70035756720323,"Assault, Theft, Motor Vehicle Theft, Robbery, Burglary, Other Offense"
41.89,-87.58,10,41.890558110449,-87.57837920933356,"Theft, Deceptive Practice, Assault, Robbery, Battery, Burglary, Criminal Damage"
41.89,-87.55,10,41.88950934162224,-87.55084067136188,"Criminal Damage, Assault, Battery, Theft"
41.9,-87.84,10,41.900323012341744,-87.84082287385966,"Narcotics, Criminal Damage, Motor Vehicle Theft, Battery, Deceptive Practice"
41.9,-87.68,10,41.89976050686976,-87.68090524450783,"Narcotics, Assault, Motor Vehicle Theft, Theft, Criminal Damage, Deceptive Practice"
41.9,-87.57000000000001,10,41.89899073563656,-87.56951656874269,"Narcotics, Criminal Damage, Assault, Theft, Burglary, Battery, Robbery"
41.910000000000004,-87.75,10,41.90897096783668,-87.74856062746886,"Motor Vehicle Theft, Burglary, Assault, Robbery, Theft, Narcotics"
41.910000000000004,-87.73,10,41.91008568514371,-87.7284628329943,"Theft, Robbery, Motor Vehicle Theft, Burglary, Criminal Damage, Battery, Other Offense"
41.910000000000004,-87.57000000000001,10,41.91024249906652,-87.57166184329009,"Theft, Other Offense, Motor Vehicle Theft"
41.910000000000004,-87.56,10,41.911245908164425,-87.55948368434002,"Narcotics, Burglary, Criminal Damage, Robbery, Theft, Battery, Motor Vehicle Theft, Deceptive Practice"
41.92,-87.78,10,41.920906326248776,-87.78118435718305,"Battery, Theft, Assault, Robbery, Motor Vehicle Theft"
41.93,-87.85000000000001,10,41.93012720425846,-87.85170759938052,"Motor Vehicle Theft, Robbery, Theft, Battery, Criminal Damage, Burglary, Deceptive Practice"
41.93,-87.84,10,41.930017085843254,-87.83977043640753,"Theft, Assault, Battery, Criminal Damage, Narcotics, Robbery, Other Offense"
41.93,-87.82000000000001,10,41.92883003698057,-87.82097599330497,"Theft, Battery, Deceptive Practice, Criminal Damage, Motor Vehicle Theft"
41.93,-87.67,10,41.93126504635625,-87.67085807827534,"Burglary, Other Offense, Deceptive Practice, Theft, Battery, Assault, Robbery, Narcotics, Motor Vehicle Theft"
41.93,-87.54,10,41.93161523747864,-87.53970818742131,"Burglary, Assault, Battery, Theft"
41.94,-87.89,10,41.939480508622715,-87.88910997721506,"Theft, Burglary, Criminal Damage, Motor Vehicle Theft, Battery, Deceptive Practice, Assault"
41.94,-87.82000000000001,10,41.941631379739846,-87.82147602486097,"Theft, Criminal Damage, Narcotics, Assault, Motor Vehicle Theft"
41.94,-87.58,10,41.93808575718571,-87.57973495681351,"Criminal Damage, Battery, Motor Vehicle Theft, Theft, Other Offense"
41.97,-87.91,10,41.97121480037133,-87.90944584225397,"Criminal Damage, Theft, Battery, Robbery"
41.97,-87.8,10,41.97037459152751,-87.80088110965303,"Criminal Damage, Theft, Deceptive Practice, Assault, Battery, Motor Vehicle Theft"
41.97,-87.52,10,41.96927058600215,-87.52301511724713,"Burglary, Criminal Damage, Theft, Deceptive Practice, Assault, Robbery"
41.980000000000004,-87.61,10,41.98074535341794,-87.6084387562247,"Theft, Deceptive Practice, Burglary, Motor Vehicle Theft, Narcotics, Battery"
41.99,-87.87,10,41.990641270956495,-87.87066590831009,"Robbery, Other Offense, Theft, Criminal Damage, Battery, Motor Vehicle Theft"
41.99,-87.82000000000001,10,41.9904041251475,-87.81940380175831,"Theft, Criminal Damage, Burglary, Other Offense"
41.99,-87.59,10,41.989275613700045,-87.58964882013295,"Battery, Theft, Robbery, Motor Vehicle Theft"
42.01,-87.93,10,42.008656656739774,-87.92960859541083,"Theft, Narcotics, Assault, Deceptive Practice, Motor Vehicle Theft, Battery"
41.660000000000004,-87.92,9,41.65988884187562,-87.91866194198684,"Criminal Damage, Battery, Narcotics, Motor Vehicle Theft, Robbery, Assault"
41.660000000000004,-87.85000000000001,9,41.65862670637978,-87.84910305094594,"Other Offense, Criminal Damage, Narcotics, Theft"
41.660000000000004,-87.77,9,41.65947466290504,-87.76917046080032,"Theft, Assault, Battery, Motor Vehicle Theft, Criminal Damage, Other Offense"
41.660000000000004,-87.61,9,41.65923635998896,-87.61017690634975,"Theft, Deceptive Practice, Battery, Narcotics, Assault, Criminal Damage"
41.68,-87.83,9,41.681777847693816,-87.83037989325045,"Motor Vehicle Theft, Narcotics, Battery, Criminal Damage, Theft, Robbery, Burglary"
41.68,-87.56,9,41.678612825811015,-87.55813290546803,"Battery, Theft, Criminal Damage, Burglary, Narcotics, Robbery"
41.69,-87.87,9,41.68962832469855,-87.87064880492476,"Criminal Damage, Theft, Battery, Deceptive Practice, Robbery"
41.69,-87.75,9,41.68766146978157,-87.75108393197878,"Narcotics, Criminal Damage, Motor Vehicle Theft, Assault, Battery, Deceptive Practice"
41.69,-87.72,9,41.690607724612995,-87.72020235086791,"Criminal Damage, Narcotics, Deceptive Practice, Robbery, Theft"
41.69,-87.65,9,41.692269838649985,-87.65016119317306,"Battery, Theft, Narcotics, Deceptive Practice, Assault, Burglary, Robbery"
41.7,-87.94,9,41.70092507058444,-87.93763659104549,"Theft, Motor Vehicle Theft, Robbery, Criminal Damage"
41.7,-87.54,9,41.69924380964134,-87.54004310150165,"Theft, Assault, Other Offense, Deceptive Practice, Criminal Damage, Battery"
41.71,-87.87,9,41.70979664507219,-87.87045945774764,"Theft, Battery, Assault, Burglary, Criminal Damage"
41.72,-87.81,9,41.72004295879509,-87.8107892927636,"Theft, Assault, Motor Vehicle Theft, Battery, Criminal Damage, Robbery"
41.730000000000004,-87.92,9,41.72989766556201,-87.92036610515322,"Theft, Burglary, Battery, Criminal Damage"
41.730000000000004,-87.86,9,41.729338834791236,-87.8602078638024,"Battery, Motor Vehicle Theft, Narcotics, Theft, Robbery"
41.730000000000004,-87.8,9,41.729430398117856,-87.80000098150688,"Theft, Assault, Battery, Robbery, Other Offense, Criminal Damage, Motor Vehicle Theft"
41.730000000000004,-87.57000000000001,9,41.730568211186785,-87.57090012345928,"Motor Vehicle Theft, Burglary, Theft, Assault, Other Offense"
41.74,-87.9,9,41.740510248979035,-87.90110977803512,"Motor Vehicle Theft, Robbery, Battery, Deceptive Practice, Criminal Damage"
41.74,-87.63,9,41.739800314616616,-87.63025544617946,"Burglary, Motor Vehicle Theft, Criminal Damage, Theft, Assault, Other Offense"
41.75,-87.93,9,41.7498054892875,-87.92930109554281,"Assault, Theft, Robbery, Deceptive Practice, Battery, Narcotics"
41.75,-87.91,9,41.75012818317343,-87.91001157260189,"Battery, Narcotics, Other Offense, Assault, Deceptive Practice, Motor Vehicle Theft, Theft"
41.75,-87.89,9,41.75063153838791,-87.88897335161765,"Robbery, Motor Vehicle Theft, Burglary, Assault, Theft, Battery"
41.76,-87.56,9,41.76099877028002,-87.55912291372195,"Narcotics, Burglary, Assault, Theft, Battery, Motor Vehicle Theft, Other Offense"
41.77,-87.84,9,41.76978033259615,-87.8383796363712,"Battery, Criminal Damage, Other Offense, Theft, Deceptive Practice"
41.77,-87.75,9,41.771464241979025,-87.75071248810427,"Criminal Damage, Battery, Theft, Motor Vehicle Theft, Assault, Deceptive Practice"
41.77,-87.72,9,41.76907705376494,-87.71951876625573,"Battery, Robbery, Narcotics, Criminal Damage, Theft, Burglary"
41.77,-87.7,9,41.77105254907575,-87.7003105234246,"Assault, Theft, Narcotics, Motor Vehicle Theft, Battery, Robbery"
41.77,-87.69,9,41.7703130580873,-87.69069813613314,"Burglary, Battery, Motor Vehicle Theft, Deceptive Practice, Narcotics, Theft"
41.77,-87.65,9,41.77003336814232,-87.64899736627781,"Theft, Battery, Criminal Damage, Robbery"
